"Origin Movement ID","Origin Display Name","Origin Geometry","Destination Movement ID","Destination Display Name","Destination Geometry","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2153","Canterbury (South) - Campsie (2153)","[[151.11531,-33.91001],[151.11507,-33.91041],[151.11504,-33.91112],[151.1166,-33.91275],[151.11722,-33.91314],[151.11714,-33.91335],[151.11561,-33.91365],[151.11021,-33.91584],[151.10679,-33.90978],[151.11229,-33.90899],[151.11355,-33.90917],[151.11531,-33.91001]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1347,984,1842
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2154","Canterbury (South) - Campsie (2154)","[[151.10315,-33.90616],[151.10317,-33.90668],[151.10451,-33.90559],[151.10664,-33.9098],[151.10058,-33.91078],[151.1002,-33.91011],[151.10041,-33.91003],[151.10012,-33.90954],[151.10027,-33.90948],[151.1001,-33.90896],[151.10101,-33.90875],[151.10036,-33.90682],[151.10315,-33.90616]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1337,1056,1691
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2155","Canterbury (South) - Campsie (2155)","[[151.10679,-33.90978],[151.10664,-33.9098],[151.10587,-33.90845],[151.10451,-33.90559],[151.10317,-33.90668],[151.10311,-33.90402],[151.10367,-33.90234],[151.10451,-33.90191],[151.10664,-33.90184],[151.10772,-33.90198],[151.10999,-33.90321],[151.11128,-33.9046],[151.11168,-33.90605],[151.11212,-33.90683],[151.11258,-33.90722],[151.11518,-33.90863],[151.11556,-33.90905],[151.11568,-33.90961],[151.11531,-33.91001],[151.11355,-33.90917],[151.11204,-33.90898],[151.10679,-33.90978]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1283,981,1677
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2158","Kingsgrove (North) - Earlwood (2158)","[[151.08978,-33.93942],[151.09053,-33.93912],[151.09162,-33.94103],[151.09216,-33.94113],[151.09395,-33.94117],[151.09442,-33.94096],[151.09445,-33.94079],[151.09518,-33.9407],[151.09638,-33.94019],[151.10078,-33.93926],[151.10101,-33.9404],[151.09603,-33.9426],[151.09259,-33.94502],[151.09093,-33.94586],[151.09036,-33.94443],[151.08992,-33.94405],[151.08895,-33.94384],[151.08892,-33.9434],[151.08747,-33.94105],[151.08853,-33.94057],[151.08823,-33.94002],[151.08978,-33.93942]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1517,1190,1932
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2159","Kingsgrove (North) - Earlwood (2159)","[[151.08498,-33.93583],[151.0879,-33.93462],[151.08717,-33.93337],[151.08758,-33.93319],[151.08733,-33.93283],[151.0935,-33.93019],[151.09484,-33.92984],[151.09856,-33.92931],[151.10078,-33.93926],[151.09638,-33.94019],[151.09518,-33.9407],[151.09445,-33.94079],[151.09442,-33.94096],[151.09395,-33.94117],[151.09162,-33.94103],[151.09053,-33.93912],[151.08978,-33.93942],[151.08981,-33.93886],[151.08945,-33.93824],[151.08843,-33.93859],[151.08812,-33.93806],[151.08775,-33.93822],[151.08703,-33.93698],[151.08594,-33.93741],[151.08498,-33.93583]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1530,1193,1960
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2160","Kingsgrove (North) - Earlwood (2160)","[[151.09856,-33.92931],[151.10892,-33.92773],[151.11024,-33.93399],[151.11189,-33.93621],[151.11291,-33.93678],[151.11192,-33.93707],[151.11131,-33.93703],[151.11111,-33.93668],[151.10992,-33.93672],[151.10943,-33.93692],[151.10898,-33.93679],[151.1088,-33.93649],[151.10842,-33.93642],[151.10773,-33.93652],[151.10689,-33.93692],[151.10622,-33.93751],[151.10416,-33.93723],[151.10323,-33.93776],[151.10252,-33.93769],[151.10225,-33.93841],[151.10157,-33.93864],[151.1013,-33.93901],[151.10078,-33.93926],[151.09856,-33.92931]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1407,1111,1781
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2161","Kingsgrove (North) - Earlwood (2161)","[[151.1183,-33.93446],[151.11708,-33.93578],[151.11578,-33.93677],[151.11291,-33.93678],[151.11211,-33.9364],[151.11024,-33.93399],[151.10892,-33.92773],[151.11562,-33.92666],[151.11641,-33.93013],[151.11537,-33.93074],[151.11709,-33.93338],[151.11697,-33.93345],[151.11737,-33.93366],[151.11766,-33.93349],[151.1183,-33.93446]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1583,1210,2069
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2162","Kingsgrove (North) - Earlwood (2162)","[[151.12271,-33.92368],[151.12956,-33.92463],[151.12957,-33.92487],[151.13093,-33.92539],[151.13115,-33.92618],[151.13093,-33.92783],[151.13127,-33.92845],[151.13349,-33.92869],[151.13337,-33.92929],[151.1335,-33.92929],[151.13347,-33.92948],[151.13433,-33.92944],[151.13479,-33.92971],[151.13475,-33.9299],[151.1344,-33.92997],[151.13369,-33.93143],[151.1328,-33.93181],[151.13155,-33.9316],[151.13079,-33.93125],[151.12949,-33.93096],[151.12746,-33.93064],[151.12507,-33.9307],[151.12416,-33.93107],[151.12397,-33.93157],[151.12361,-33.93193],[151.12313,-33.93205],[151.12224,-33.93262],[151.11966,-33.93331],[151.1185,-33.9341],[151.1183,-33.93446],[151.11766,-33.93349],[151.11737,-33.93366],[151.11697,-33.93345],[151.11709,-33.93338],[151.11537,-33.93074],[151.11641,-33.93013],[151.11562,-33.92666],[151.11758,-33.92635],[151.12175,-33.92704],[151.12233,-33.92422],[151.12271,-33.92368]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1477,1121,1945
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2163","Kingsgrove (North) - Earlwood (2163)","[[151.13866,-33.91869],[151.13721,-33.91936],[151.13692,-33.91964],[151.13675,-33.92064],[151.13712,-33.92128],[151.13934,-33.92205],[151.14057,-33.92264],[151.14168,-33.9228],[151.14478,-33.92242],[151.14551,-33.92212],[151.1464,-33.9214],[151.14716,-33.92113],[151.14788,-33.92122],[151.15028,-33.92305],[151.15306,-33.92286],[151.15469,-33.92363],[151.15524,-33.92411],[151.15528,-33.92444],[151.15498,-33.92619],[151.15299,-33.92748],[151.15192,-33.92772],[151.14586,-33.92696],[151.14498,-33.92716],[151.1435,-33.92812],[151.14316,-33.92768],[151.14265,-33.92754],[151.14116,-33.92762],[151.14056,-33.9273],[151.13993,-33.92737],[151.13918,-33.92791],[151.13828,-33.92957],[151.1375,-33.93043],[151.13572,-33.93029],[151.13475,-33.9299],[151.13479,-33.92971],[151.13433,-33.92944],[151.13347,-33.92948],[151.1335,-33.92929],[151.13337,-33.92929],[151.13349,-33.92869],[151.13127,-33.92845],[151.13093,-33.92783],[151.13115,-33.92618],[151.13093,-33.92539],[151.12957,-33.92487],[151.12955,-33.92438],[151.13017,-33.92327],[151.13289,-33.91954],[151.13316,-33.91784],[151.13866,-33.91869]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1297,1022,1645
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2164","Kingsgrove (North) - Earlwood (2164)","[[151.1209,-33.91467],[151.12297,-33.91417],[151.12357,-33.91415],[151.12484,-33.91468],[151.12749,-33.91498],[151.12814,-33.91533],[151.12792,-33.91586],[151.12734,-33.91606],[151.12715,-33.91592],[151.12543,-33.91596],[151.12525,-33.91607],[151.12504,-33.91687],[151.12415,-33.91678],[151.12268,-33.92385],[151.12233,-33.92422],[151.12175,-33.92704],[151.11758,-33.92635],[151.10892,-33.92773],[151.10808,-33.92429],[151.10725,-33.92272],[151.10733,-33.92264],[151.10897,-33.92273],[151.11041,-33.92238],[151.11139,-33.92253],[151.1125,-33.92337],[151.11329,-33.92319],[151.11397,-33.92324],[151.11457,-33.92244],[151.11532,-33.92069],[151.11633,-33.92004],[151.11698,-33.91912],[151.11708,-33.91857],[151.11749,-33.91776],[151.11895,-33.91729],[151.11893,-33.91714],[151.11931,-33.91677],[151.12008,-33.91623],[151.1209,-33.91467]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1541,1118,2122
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2165","Kingsgrove (North) - Earlwood (2165)","[[151.12271,-33.92368],[151.12413,-33.91685],[151.12504,-33.91687],[151.12534,-33.91598],[151.12702,-33.91591],[151.12734,-33.91606],[151.12792,-33.91586],[151.12814,-33.91533],[151.12957,-33.91623],[151.13056,-33.91621],[151.13253,-33.91549],[151.13449,-33.91338],[151.13566,-33.91307],[151.13633,-33.91358],[151.13672,-33.91426],[151.13733,-33.91483],[151.13909,-33.91557],[151.13996,-33.91628],[151.13982,-33.91719],[151.13866,-33.91869],[151.13316,-33.91784],[151.13289,-33.91954],[151.13017,-33.92327],[151.12955,-33.92438],[151.12956,-33.92463],[151.12271,-33.92368]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1229,979,1542
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2170","Lakemba - Wiley Park (2170)","[[151.06896,-33.91841],[151.06944,-33.91922],[151.06971,-33.91911],[151.06981,-33.91928],[151.06954,-33.91939],[151.0705,-33.92114],[151.07063,-33.92109],[151.07087,-33.92149],[151.07014,-33.92166],[151.07032,-33.922],[151.06149,-33.9248],[151.06027,-33.92275],[151.06065,-33.92213],[151.05958,-33.92279],[151.05937,-33.92242],[151.06276,-33.91968],[151.06288,-33.91785],[151.06405,-33.91675],[151.06506,-33.91755],[151.06751,-33.91567],[151.06796,-33.91641],[151.06782,-33.91646],[151.06896,-33.91841]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1815,1240,2655
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2173","Lakemba - Wiley Park (2173)","[[151.06405,-33.91675],[151.06837,-33.91305],[151.0709,-33.91177],[151.07287,-33.91148],[151.07523,-33.91545],[151.07425,-33.91585],[151.07397,-33.91536],[151.07342,-33.91558],[151.07384,-33.9163],[151.07322,-33.91655],[151.07328,-33.91684],[151.07241,-33.91712],[151.07258,-33.91739],[151.07202,-33.91761],[151.07237,-33.91824],[151.07181,-33.91847],[151.07129,-33.91759],[151.06896,-33.91841],[151.06782,-33.91646],[151.06796,-33.91641],[151.06751,-33.91567],[151.06506,-33.91755],[151.06405,-33.91675]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1679,1153,2444
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2174","Lakemba - Wiley Park (2174)","[[151.08219,-33.91808],[151.07838,-33.91933],[151.0783,-33.91921],[151.07855,-33.91912],[151.07846,-33.91896],[151.07811,-33.91908],[151.07713,-33.91747],[151.07658,-33.9177],[151.07288,-33.91151],[151.07533,-33.90976],[151.0765,-33.90782],[151.07833,-33.9107],[151.08125,-33.91591],[151.08169,-33.91576],[151.08185,-33.91603],[151.08139,-33.91621],[151.08215,-33.91753],[151.08186,-33.91765],[151.08219,-33.91808]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1417,1117,1796
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2176","Punchbowl (2176)","[[151.05393,-33.94278],[151.04201,-33.94125],[151.04275,-33.94013],[151.04415,-33.93881],[151.04186,-33.93255],[151.04945,-33.93247],[151.05337,-33.93198],[151.05333,-33.9324],[151.05383,-33.93243],[151.05379,-33.93263],[151.05412,-33.93267],[151.05415,-33.93248],[151.05607,-33.93264],[151.05393,-33.94278]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1694,1364,2102
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2177","Punchbowl (2177)","[[151.06164,-33.93734],[151.06149,-33.93813],[151.06395,-33.93778],[151.06407,-33.93819],[151.06392,-33.93896],[151.06326,-33.93887],[151.063,-33.94015],[151.06325,-33.94018],[151.06263,-33.94324],[151.06054,-33.94309],[151.06046,-33.9435],[151.05393,-33.94278],[151.05607,-33.93264],[151.05415,-33.93248],[151.05412,-33.93267],[151.05379,-33.93263],[151.05383,-33.93243],[151.05333,-33.9324],[151.05337,-33.93198],[151.0601,-33.93169],[151.06205,-33.93523],[151.06164,-33.93734]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1655,1376,1990
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2178","Punchbowl (2178)","[[151.0408,-33.94268],[151.03974,-33.94128],[151.03948,-33.94047],[151.0396,-33.93962],[151.04027,-33.93856],[151.0403,-33.93673],[151.03849,-33.93396],[151.04049,-33.93283],[151.04186,-33.93255],[151.04415,-33.93881],[151.04275,-33.94013],[151.04237,-33.94082],[151.04158,-33.9416],[151.04131,-33.9425],[151.0408,-33.94268]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1628,1403,1888
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2186","Roselands (2186)","[[151.08498,-33.93583],[151.08594,-33.93741],[151.08703,-33.93698],[151.08775,-33.93822],[151.08812,-33.93806],[151.08843,-33.93859],[151.08945,-33.93824],[151.08981,-33.93886],[151.08978,-33.93942],[151.08823,-33.94002],[151.08853,-33.94057],[151.08761,-33.94094],[151.08665,-33.94088],[151.08641,-33.94044],[151.08564,-33.94042],[151.08429,-33.94092],[151.08385,-33.94031],[151.08211,-33.9411],[151.08175,-33.94095],[151.08147,-33.94138],[151.08112,-33.94155],[151.08079,-33.9414],[151.08065,-33.94167],[151.07829,-33.94234],[151.07837,-33.94251],[151.0772,-33.94283],[151.07684,-33.94256],[151.07558,-33.93967],[151.08498,-33.93583]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1493,1192,1868
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2209","Narwee - Beverly Hills (2209)","[[151.0704,-33.94848],[151.07876,-33.94713],[151.07934,-33.94798],[151.08352,-33.95261],[151.08144,-33.95364],[151.07702,-33.95624],[151.0704,-33.94848]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1827,1475,2262
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2210","Narwee - Beverly Hills (2210)","[[151.08056,-33.94923],[151.08954,-33.94636],[151.09088,-33.94831],[151.09119,-33.94977],[151.09089,-33.94995],[151.09125,-33.95032],[151.09137,-33.95128],[151.08352,-33.95261],[151.08056,-33.94923]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1937,1477,2539
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2211","Narwee - Beverly Hills (2211)","[[151.06378,-33.94826],[151.06487,-33.94306],[151.06562,-33.94316],[151.06569,-33.94283],[151.06875,-33.94328],[151.07171,-33.94336],[151.0758,-33.94284],[151.07666,-33.94259],[151.07876,-33.94713],[151.06351,-33.94958],[151.06378,-33.94826]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1577,1288,1930
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2212","Narwee - Beverly Hills (2212)","[[151.07876,-33.94713],[151.07666,-33.94259],[151.07691,-33.94255],[151.0772,-33.94283],[151.07837,-33.94251],[151.07829,-33.94234],[151.08065,-33.94167],[151.08079,-33.9414],[151.08112,-33.94155],[151.08147,-33.94138],[151.08175,-33.94095],[151.08211,-33.9411],[151.08385,-33.94031],[151.08429,-33.94092],[151.08564,-33.94042],[151.08641,-33.94044],[151.08665,-33.94088],[151.08761,-33.94094],[151.08747,-33.94105],[151.08892,-33.9434],[151.08895,-33.94384],[151.08992,-33.94405],[151.09036,-33.94443],[151.09093,-33.94586],[151.08056,-33.94923],[151.07934,-33.94798],[151.07876,-33.94713]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1583,1257,1993
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2231","Riverwood (2231)","[[151.06264,-33.94316],[151.06483,-33.94326],[151.06378,-33.94826],[151.05917,-33.94952],[151.05915,-33.94929],[151.05824,-33.94954],[151.05271,-33.94873],[151.05393,-33.94278],[151.06046,-33.9435],[151.06054,-33.94309],[151.06264,-33.94316]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1619,1326,1976
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2232","Riverwood (2232)","[[151.04467,-33.9477],[151.04191,-33.94739],[151.04104,-33.94601],[151.0408,-33.94268],[151.04132,-33.94249],[151.04158,-33.9416],[151.04201,-33.94125],[151.05393,-33.94279],[151.05271,-33.94873],[151.04467,-33.9477]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1647,1380,1965
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2236","South Hurstville - Blakehurst (2236)","[[151.11757,-33.99614],[151.11687,-33.99602],[151.11689,-33.99549],[151.11663,-33.99489],[151.1145,-33.99286],[151.11414,-33.99168],[151.11319,-33.98993],[151.11178,-33.9879],[151.1134,-33.98491],[151.11522,-33.98241],[151.11598,-33.98204],[151.1173,-33.98205],[151.11813,-33.98161],[151.11976,-33.98274],[151.12037,-33.98386],[151.12047,-33.98575],[151.12198,-33.98771],[151.12186,-33.98774],[151.12223,-33.98824],[151.121,-33.98954],[151.12119,-33.9908],[151.12098,-33.99113],[151.12011,-33.99124],[151.11988,-33.9906],[151.11962,-33.99031],[151.11849,-33.99038],[151.11815,-33.99084],[151.11817,-33.99121],[151.11838,-33.99143],[151.11784,-33.99166],[151.1176,-33.99246],[151.11721,-33.99257],[151.11674,-33.99296],[151.1167,-33.99369],[151.11715,-33.9938],[151.11774,-33.99519],[151.11757,-33.99614]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1736,1337,2253
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2239","South Hurstville - Blakehurst (2239)","[[151.10837,-33.98145],[151.11125,-33.97972],[151.11055,-33.97888],[151.11164,-33.97823],[151.11198,-33.97867],[151.11334,-33.97787],[151.11314,-33.97816],[151.11318,-33.97855],[151.11368,-33.97918],[151.11505,-33.97985],[151.11606,-33.98087],[151.11813,-33.98161],[151.1173,-33.98205],[151.11598,-33.98204],[151.11522,-33.98241],[151.1134,-33.98491],[151.11178,-33.9879],[151.10974,-33.98526],[151.1091,-33.98266],[151.10837,-33.98145]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1777,1375,2295
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2244","Arncliffe - Bardwell Valley (2244)","[[151.14564,-33.93919],[151.14773,-33.93915],[151.15138,-33.93955],[151.15162,-33.93843],[151.15757,-33.93472],[151.15889,-33.93373],[151.15975,-33.93333],[151.16047,-33.93386],[151.16122,-33.93734],[151.16092,-33.93951],[151.1603,-33.94169],[151.15983,-33.94419],[151.15999,-33.9448],[151.1607,-33.94549],[151.15905,-33.94609],[151.1583,-33.9459],[151.1583,-33.94615],[151.1578,-33.94624],[151.15712,-33.94678],[151.15266,-33.94481],[151.15047,-33.94497],[151.15035,-33.94481],[151.14246,-33.94387],[151.14244,-33.94376],[151.14198,-33.94442],[151.14075,-33.94414],[151.14127,-33.94335],[151.14302,-33.94173],[151.14294,-33.94167],[151.14512,-33.93989],[151.14564,-33.93919]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1289,984,1688
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2245","Arncliffe - Bardwell Valley (2245)","[[151.14471,-33.93924],[151.14564,-33.93919],[151.14512,-33.93989],[151.14294,-33.94167],[151.14302,-33.94173],[151.14103,-33.94372],[151.13828,-33.94339],[151.1379,-33.94347],[151.13586,-33.94114],[151.14001,-33.93965],[151.14266,-33.93954],[151.14471,-33.93924]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1536,1185,1990
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2246","Arncliffe - Bardwell Valley (2246)","[[151.13216,-33.94164],[151.13267,-33.94224],[151.12991,-33.94332],[151.12705,-33.93989],[151.12408,-33.94159],[151.12332,-33.94068],[151.12293,-33.94122],[151.12151,-33.93965],[151.12248,-33.93879],[151.12227,-33.93854],[151.12276,-33.93826],[151.12255,-33.938],[151.12345,-33.93788],[151.12406,-33.93702],[151.12372,-33.93661],[151.12379,-33.93612],[151.12488,-33.93534],[151.12527,-33.93532],[151.12629,-33.93657],[151.12644,-33.93655],[151.12749,-33.93623],[151.12822,-33.93582],[151.12802,-33.9355],[151.12925,-33.93561],[151.12972,-33.93469],[151.13097,-33.93438],[151.13084,-33.93483],[151.13277,-33.93537],[151.13302,-33.93525],[151.13313,-33.93536],[151.13302,-33.93569],[151.13294,-33.93555],[151.13176,-33.93612],[151.13167,-33.93601],[151.1309,-33.93619],[151.13052,-33.93636],[151.13077,-33.93665],[151.12861,-33.93736],[151.13216,-33.94164]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1583,1213,2064
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2247","Arncliffe - Bardwell Valley (2247)","[[151.13586,-33.94114],[151.13267,-33.94224],[151.13216,-33.94164],[151.14392,-33.93559],[151.14443,-33.93632],[151.14433,-33.93637],[151.14449,-33.93829],[151.14471,-33.93924],[151.14266,-33.93954],[151.14001,-33.93965],[151.13586,-33.94114]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1598,1160,2200
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2249","Arncliffe - Bardwell Valley (2249)","[[151.14864,-33.93072],[151.14889,-33.93057],[151.15,-33.93182],[151.14964,-33.93236],[151.14976,-33.93241],[151.14757,-33.93696],[151.14679,-33.93666],[151.14564,-33.93919],[151.14471,-33.93924],[151.14449,-33.93829],[151.14433,-33.93637],[151.14443,-33.93632],[151.14272,-33.93389],[151.14366,-33.93345],[151.14372,-33.93277],[151.14478,-33.93262],[151.14576,-33.93202],[151.14604,-33.9323],[151.14864,-33.93072]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1455,1082,1955
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2250","Arncliffe - Bardwell Valley (2250)","[[151.14564,-33.93919],[151.14679,-33.93666],[151.14757,-33.93696],[151.14902,-33.9339],[151.14993,-33.93475],[151.1508,-33.93426],[151.15135,-33.9348],[151.15277,-33.93359],[151.15293,-33.93365],[151.15272,-33.93464],[151.15532,-33.93606],[151.15162,-33.93843],[151.15138,-33.93955],[151.14773,-33.93915],[151.14564,-33.93919]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1324,996,1759
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2253","Arncliffe - Bardwell Valley (2253)","[[151.14864,-33.93072],[151.14835,-33.92998],[151.14862,-33.93004],[151.14804,-33.92726],[151.15116,-33.92772],[151.15242,-33.92768],[151.15299,-33.92748],[151.15498,-33.92619],[151.15535,-33.9266],[151.15557,-33.92734],[151.1565,-33.92902],[151.15699,-33.92934],[151.15586,-33.93074],[151.15582,-33.93118],[151.15598,-33.93162],[151.15663,-33.9322],[151.15975,-33.93333],[151.15889,-33.93373],[151.15757,-33.93472],[151.15532,-33.93606],[151.15272,-33.93464],[151.15293,-33.93365],[151.15277,-33.93359],[151.15135,-33.9348],[151.1508,-33.93426],[151.14993,-33.93475],[151.14902,-33.9339],[151.15,-33.93182],[151.14889,-33.93057],[151.14864,-33.93072]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1372,1029,1828
"1844","Sydney - Haymarket - The Rocks (1844)","[[151.20528,-33.86874],[151.20604,-33.86868],[151.20631,-33.87084],[151.20553,-33.87088],[151.20528,-33.86874]]","2263","Bexley (2263)","[[151.13231,-33.95337],[151.12647,-33.95685],[151.12272,-33.95248],[151.12573,-33.95078],[151.12768,-33.9486],[151.12786,-33.94821],[151.13231,-33.95337]]","07/31/2016 - 08/28/2016, Every day, Daily Average",1716,1380,2132
